"Landing page type","Landing page path","Online store visitors","Sessions","Sessions with cart additions","Sessions that reached checkout","Sessions that completed checkout"
"Product","/products/allah-calligraphy-islamic-wall-art",1,1,0,0,0
,"/en-tr/products/set-of-ayatul-kursi-surah-al-falaq-and-surah-an-nas-wooden-islamic-wall-decor",1,1,0,0,0
,"/en-sa/products/custom-payment-link-for-ghous",1,1,0,0,0
,"/en-tr/products/allah-swt-calligrahy-islamic-decor-canvas-printing",1,1,0,0,0
"Product","/products/muslim-prayer-rug-islamic-pattern",1,1,0,0,0
"Product","/products/set-of-ayatul-kursi-surah-al-falaq-surah-an-nas-wood-islamic-wall-art&media_type=image",1,1,0,0,0
,"/en-sa/products/alhamdulillah-islamic-table-decor-metal-muslim-home-art",4,4,0,0,0
"Product","/products/payment-link-for-mobeen",1,1,0,0,0
,"/en-sa/products/modern-islamic-wall-art-whirling-dervish-islamic-canvas-printing",3,3,0,0,0
"Product","/products/allahu-akbar-table-decor-with-hadith-metal-islamic-home-decor/",1,1,0,0,0
,"/en-om/products/surah-al-asr-reproduction-islamic-wall-decor-canvas-printing",4,4,0,0,0
,"/en-tr/products/surah-al-fatihah-oil-painting-reproduction-canvas-print-islamic-wall-art",1,1,0,0,0
,"/en-sa/products/surah-yusuf-verse-21-islamic-art-canvas-printing",1,1,0,0,0
"Product","/products/special-islamic-gift-ramadan-decor-islamic-tabletop-art/",1,1,0,0,0
"Product","/products/allah-mohammad-wooden-islamic-wall-art-drop-design/",1,1,0,0,0
,"/en-sa/products/muslim-prayer-beads-round-black-onyx-beads-islamic-rosary",1,1,0,0,0
"Product","/products/custom-order-for-nawras",1,1,0,0,0
,"/en-sa/products/surah-rahman-verse-78-tempered-glass-islamic-wall-art-decor",5,6,0,0,0
"Product","/products/ayatul-kursi-islamic-candle-holder-tulip-shaped-design-for-elegant-decor",22,22,0,0,0
,"/en-tr/products/calligraphy-ayatul-kursi-islamic-canvas-printing",1,1,0,0,0
"Product","/products/set-of-glass-4-dhikr-set-islamic-wall-art&country=US&currency=USD",2,2,0,0,0
,"/en-tr/products/set-of-4-qul-metal-islamic-wall-art",1,1,0,0,0
,"/en-sa/products/ayatul-kursi-calligraphy-islamic-wall-art-tezhip",7,7,0,0,0
,"/en-sa/products/muslim-prayer-beads-orange-agate-stone-beads-islamic-rosary",6,6,0,0,0
"Product","/products/mashallah-la-quwwata-illa-bi-llahi-tempered-",2,2,0,0,0
,"/en-sa/products/kalima-shahada-kufic-muslim-jewelry",2,2,0,0,0
"Product","/products/kalima-tawheed-islamic-candleholder-uv-print-tabletop-decor-for-muslim-homes",31,33,0,0,0
"Product","/products/topographic-map-of-palestine",34,35,0,0,0
,"/en-sa/products/euzu-basmala-metal-islamic-wall-art-islamic-calligraphy-home-decors",5,5,0,0,0
,"/en-sa/products/bismillah-islamic-wall-art-basmala",12,12,0,0,0
,"/en-sa/products/teardrop-ayatul-kursi-muslim-jewelry",9,9,0,0,0
,"/en-sa/products/surah-al-anfal-17-islamic-wall-art-triangle-metal-decor",6,6,0,0,0
,"/en-sa/products/muslim-prayer-rug-brown",5,5,0,0,0
"Product","/products/canvas-printing-surah-al-ikhlas-calligraphy-islamic-wall-art",28,28,0,0,0
,"/en-de/products/ramadan-kareem-islamic-gift-tabletop-decor-in-english-with-minaret",1,1,0,0,0
"Product","/products/kaaba-design-islamic-pendant-necklace/",1,1,0,0,0
,"/en-de/products/first-kalima-surah-al-ikhlas-al-kafirun-canvas-printing-islamic-wall-art",1,1,0,0,0
,"/en-sa/products/palestinian-keffiyeh-map-islamic-wall-art-uv-print-on-metal",15,16,0,0,0
"Product","/products/set-of-ayatul-kursi-surah-al-falaq-surah-an-nas-metal-islamic-wall-art&country=US&currency=USD",1,1,0,0,0
,"/en-sa/products/islamic-gift-ramadan-decor-english-calligraphy-islamic-tabletop-art-decor",3,3,0,0,0
,"/en-tr/products/islamic-gift-eid-mubarak-lunate-wooden-islamic-tabletop-decor",1,1,0,0,0
,"/en-sa/products/al-fatihah-calligraphy-art-islamic-canvas-printing",1,1,0,0,0
,"/en-tr/blogs/islamic-wall-art-blog/best-islamic-home-decor-products",1,1,0,0,0
"Product","/products/kufic-basmala-surah-al-falaq-an-nas-al-ikhlas-al-kafirun-wooden-islamic-wall-art&media_type=video",1,1,0,0,0
"Product","/products/ahlan-wa-sahlan-islamic-gift-arabic-wooden/",2,2,0,0,0
,"/en-sa/products/masjid-al-haram-kaaba-bayt-allah-islamic-wall-art-led-lighted-remote-controlled",1,1,0,0,0
"Product","/products/surah-ash-sharh-islamic-wall-art-canvas-printing&_fid=974db86bf",1,1,0,0,0
,"/en-de/products/islamic-gift-ramadan-mubarak-eid-wooden-islamic-wall-art",1,1,0,0,0
"Product","/products/islamic-prayer-beads-multi-colored-amazonite-stone/",1,1,0,0,0
"Product","/products/ayatul-kursi-calligraphy-tulip-islamic-wall-art&media_type=video",1,1,0,0,0
"Product","/products/ramadan-bundle",11,11,0,0,0
,"/en-de/products/asmaul-husna-islamic-wall-art-canvas-printing",2,2,0,0,0
"Product","/products/hadha-min-fadli-rabbi-islamic-metal-wall-art/",1,1,0,0,0
"Product","/products/custom-payment-link-for-aya-beydoun",1,1,0,0,0
"Product","/products/set-of-glass-ayatul-kursi-surah-al-ikhlas-al-falaq-an-nas-tempered-glass-islamic-wall-art&media_type=image",1,1,0,0,0
,"/en-sa/products/ramadan-calendar-islamic-gift-metal-acrylic-islamic-table-decor",15,15,0,0,0
,"/en-sa/products/islamic-wall-art-masjid-al-aqsa-islamic-printing",5,5,0,0,0
"Product","/products/surah-al-nas-islamic-wall-art-silver-metal",20,26,0,0,0
,"/en-om/products/mashallah-la-quwwata-illa-bi-llahi-tempered-glass-islamic-wall-art",1,1,0,0,0
,"/en-sa/products/islamic-candleholder-allah-swt-muhammad-pbuh-rashidun-caliphs-muslim-home-decor",1,1,0,0,0
,"/en-sa/products/islamic-prayer-beads-indian-agate-stone-beads-tasbeeh",5,5,0,0,0
,"/en-tr/products/ahlan-wa-sahlan-islamic-gift-arabic-wooden",1,1,0,0,0
,"/en-sa/products/surah-yasin-yaseen-sharif-kufic-wooden-islamic-wall-art-decor",6,6,0,1,0
,"/en-sa/products/dua-for-successful-metal-islamic-wall-art",21,21,0,0,0
,"/en-sa/products/bismillah-al-rahman-al-raheem-napkin-holder-circular-islamic-table-decor",2,2,0,0,0
"Product","/products/wedding-welcome-sign-floral-design-custom-uv-print-glass",71,72,0,0,0
,"/en-sa/products/dining-table-decor-islamic-candleholder-start-with-bismillah-end-with-alhamdulillah",3,3,0,0,0
,"/en-sa/products/ramadan-calendar-islamic-gift-ramadan-table-decor-masjid-al-aqsa",1,1,0,0,0
"Product","/products/verse-8-of-surah-nebe-tempered-glass-decor-islamic-wall-art/",1,1,0,0,0
,"/en-sa/products/diwani-style-barakah-dua-wooden-islamic-wall-art-decor",11,11,0,0,0
"Product","/products/set-of-glass-ayatul-kursi-surah-al-ikhlas-al-falaq-an-nas-tempered-glass-islamic-wall-art/",1,1,0,0,0
,"/en-sa/products/nalain-shareef-islamic-metal-wall-art",9,10,0,0,0
"Product","/products/custom-order-for-emily",1,1,0,0,0
,"/en-sa/products/allah-calligraphy-tempered-glass-islamic-wall-art-decor",3,3,0,0,0
,"/en-sa/products/surah-al-nas-islamic-wall-art-metal",2,2,0,0,0
,"/en-sa/products/99-names-of-allah-names-of-prophet-muhammad-thuluth-calligraphy-islamic-art-set",4,6,0,0,0
,"/en-sa/products/kalima-tawheed-islamic-candleholder-uv-print-tabletop-decor-for-muslim-homes",1,1,0,0,0
,"/en-sa/products/4-quls-arabic-calligraphy-surah-al-falaq-an-nas-al-kafirun-al-ikhlas-islamic-wall-art",3,3,0,0,0
,"/en-sa/products/islamic-necklace-astaghfirullah",1,1,0,0,0
,"/en-sa/products/mashallah-decor-islamic-wall-art",3,3,0,0,0
"Product","/products/custom-order-for-sana",1,1,0,0,0
,"/en-om/products/canvas-decor-surah-al-fatihah-islamic-wall-art",1,1,0,0,0
"Product","/products/islamic-candleholder-surah-rahman-verse-13-uv-printing-muslim-decor-ramadan-gift",20,20,0,0,0
,"/en-sa/products/surah-al-baqarah-verse-144-mihrab-wooden-islamic-wall-art",7,7,0,0,0
,"/en-sa/products/ayatul-kursi-calligraphy-islamic-wall-art-circular-wooden",27,28,0,0,0
,"/en-sa/products/ayatul-kursi-calligraphy-pink-gold-tempered-glass-islamic-wall-art",5,5,0,0,0
,"/en-sa/products/islamic-napkin-holder-circular-thuluth-bismillah-elegant-dining-table-decor",5,5,0,0,0
,"/en-sa/products/first-kalima-islamic-wall-art-metal",40,41,0,0,0
"Product","/products/copy-of-custom-order-for-zahra-1",1,1,0,0,0
,"/en-sa/products/islamic-wall-art-dua-when-leaving-home-elegant-glass-decor",4,4,0,0,0
"Product","/products/set-of-glass-ayatul-kursi-surah-al-ikhlas-al-falaq-an-nas-tempered-glass-islamic-wall-art&sfnsn=scwspmo",1,1,0,0,0
,"/en-sa/products/surah-ar-rahman-islamic-wall-art-metal",10,10,0,0,0
,"/en-sa/products/4-dhikr-set-islamic-glass-wall-art",11,11,0,0,0
,"/en-sa/products/surah-al-anam-verse-162-metal-islamic-wall-decor-arabic-calligraphy-art",4,4,0,0,0
,"/en-sa/products/nalayn-nalain-islamic-metal-wall-art-silver",1,1,0,0,0
,"/en-sa/products/surah-al-qalam-verse-1-islamic-wall-art-canvas-printing",2,2,0,0,0
,"/en-sa/products/surah-al-fatihah-kufic-metal-islamic-wall-art",1,1,0,0,0
,"/en-sa/products/surah-al-muzzammil-islamic-wall-art-canvas-printing",15,15,0,0,0
"Product","/products/islamic-calligraphy-al-asmaul-husna-canvas-printing",46,47,0,0,0
"Product","/products/la-tahzen-innallahe-meana-framed",61,66,0,1,0
,"/en-sa/products/4quls-falaq-nas-ikhlas-kafirun-islamic-calligraphy-canvas-printing",4,4,0,0,0
"Product","/products/ayatul-kursi-islamic-wall-art-set-with-surah-al-falaq-and-an-nas",1,1,0,0,0
"Product","/products/kufic-bismillah-date-fruit-holder-set-ramazan-date-stand-islamic-table-decoration",4,5,0,0,0
,"/en-sa/products/embroidered-rectangular-tableclot-elegant-dining-table-decor",5,5,0,0,0
"Product","/products/mihrab-wood-islamic-home-decor&media_type=image",1,1,0,0,0
,"/en-sa/products/azerbaijan-wooden-wall-map-islamic-wall-art-decor",5,5,0,0,0
,"/en-om/products/masjid-al-aqsa-the-dome-of-the-rock-islamic-decor-canvas-printing",3,3,0,0,0
"Product","/products/eid-mubarak-metallic-islamic-table-decor-perfect-gift-sca_clone_freegift",3,3,0,0,0
,"/en-sa/products/set-of-4-subhanallah-alhamdulillah-allahu-akbar-la-ilaha-illallah-colorful-islamic-wall-art-on-tempered-glass",1,1,0,0,0
"Product","/products/naad-e-ali-with-lion-design-islamic-wall-art-naad-arabic-calligraphy-decor/",1,1,0,0,0
,"/en-sa/products/islamic-gift-moon-shape-metal-islamic-table-decor",7,7,0,0,0
,"/en-sa/products/portable-modular-wooden-islamic-minbar-ideal-for-small-prayer-spaces",4,4,0,0,0
"Product","/products/ayatul-kursi-calligraphy-black-metal-wall-art&_fid=f8cad20e0",1,1,0,0,0
,"/en-sa/products/ramadan-mubarak-islamic-gift-wall-art",2,2,0,0,0
,"/en-om/products/kaaba-modern-gift-islamic-wall-art-canvas-printing",1,1,0,0,0
,"/en-sa/products/8829265805554",1,1,0,0,0
"Product","/products/custom-surah-al-fatihah-metal-islamic-clock",2,2,0,0,0
,"/en-sa/products/masjid-an-nabawi-ramadan-calendar-with-ramadan-kareem-islamic-table-decor",9,9,0,0,0
"Product","/products/surah-al-fatihah-calligraphy-modern-canvas-printing-islamic-wall-art",57,57,0,0,0
"Product","/products/muslim-prayer-beads-red-black-agate-stone-beads-misbaha",72,77,0,0,0
,"/en-tr/products/ayatul-kursi-calligraphy-islamic-wall-art-circular-wooden",1,1,0,0,0
,"/en-sa/products/islamic-necklace-tawakkul",4,4,0,0,0
"Product","/products/special-islamic-gift-ramadan-decor-islamic-tabletop-art&media_type=image",2,2,0,0,0
,"/en-om/products/first-kalima-islamic-wall-art-metal",1,1,0,0,0
,"/en-sa/products/la-ilahe-illallah-shiny-metal-islamic-table-decor",8,8,0,0,0
,"/en-sa/products/custom-payment-link-for-hoze",1,1,0,0,0
"Product","/products/la-ghaliba-illallah-there-is-no-winner-but-allah-metal-islamic-wall-art/",1,1,0,0,0
,"/en-sa/products/dua-for-barakah-shiny-metal",9,9,0,0,0
,"/en-sa/products/ramadan-bundle-set-4",1,1,0,0,0
"Product","/products/palestine-wall-map-with-watermelon-theme-uv-printed-metal-wall-art",1,1,0,0,0
,"/en-de/products/kufic-subhanallah-alhamdulillah-allahuakbar-wooden-islamic-wall-art-decor",1,1,0,0,0
"Product","/products/ayatul-kursi-calligraphy-islamic-wall-art-gold&_fid=7304c83e7",1,1,0,0,0
,"/en-tr/products/islamic-gift-ramadan-mubarak-eid-wooden-islamic-wall-art",1,1,0,0,0
"Product","/products/islamic-gift-crescent-star-metal-islamic-home-decoration&media_type=image",1,1,0,0,0
,"/en-om/products/whirling-dervish-islamic-gift-canvas-modern-printing",3,3,0,0,0
,"/en-om/products/whirling-dervish-islamic-wall-art-modern-canvas-printing",2,2,0,0,0
,"/en-sa/products/canvas-printing-masjid-an-nabawi-islamic-wall-art",9,10,0,0,0
,"/en-tr/products/ayatul-kursi-kufic-calligraphy-islamic-wall-art-metal",1,1,0,0,0
,"/en-sa/products/kufic-calligraphy-asma-ul-husna-99-names-of-allah-islamic-wall-art",7,7,0,0,0
"Product","/products/palestine-map-wall-art&media_type=video",1,1,0,0,0
,"/en-sa/products/la-tahzen-innallahe-meana-glass-islamic-wall-art-surah-at-tawbah-decor",2,2,0,0,0
,"/en-sa/products/surah-al-ikhlas-modern-islamic-wall-art-canvas-printing",8,8,0,0,0
,"/en-sa/products/tempered-glass-dekor-the-noble-hilya-sharif-hafiz-osman-design-2-islamic-wall-art",3,3,0,0,0
,"/en-tr/products/canvas-printing-whirling-dervish-islamic-gift-wall-art",1,1,0,0,0
,"/en-sa/products/first-kalima-arabic-calligraphy-wooden-islamic-wall-art-decor",10,10,0,0,0
,"/en-tr/products/mashallah-tulip-shape-tempered-glass-islamic-wall-art-decor",1,1,0,0,0
"Product","/products/basmala-4-quls-surahs-kufic-islamic-wall-art-al-falaq-an-nas-al-ikhlas-al-kafirun-decor-set/",3,3,0,0,0
,"/en-sa/products/barakah-dua-arabic-calligraphy-islamic-art-tabletop-decor",13,13,0,0,0
"Product","/products/ramadan-dining-set-eternal-knot-geometric-border-for-6-persons-24-piece-set",3,3,0,0,0
"Product","/products/zulfiqar-sword-necklace-sca_clone_freegift",1,1,0,0,0
,"/en-sa/products/surah-fatiha-ayatul-kursi-set-drop-design-metal-islamic-wall-art",6,6,0,0,0
"Product","/products/first-kalima-calligraphy-wooden-islamic-wall-art-decor/",4,6,0,0,0
,"/en-sa/products/ayatul-kursi-kufic-calligraphy-islamic-wall-art-wooden",2,3,0,0,0
,"/en-sa/products/canvas-printing-surah-al-ikhlas-calligraphy-islamic-wall-art",4,4,0,0,0
,"/en-sa/products/additional-payment-1",1,1,0,0,0
,"/en-tr/products/ayatul-kursi-kufic-shape-tempered-glass-islamic-wall-art",1,1,0,0,0
"List of Collections","/products",5,6,0,0,0
,"/en-de/products/allahuakbar-subhanallah-alhamdulillah-circular-wooden-islamic-wall-art",1,1,0,0,0
,"/en-sa/products/ramadan-kareem-islamic-gift-latin-arabic-tabletop-decor",1,1,0,0,0
"Product","/products/payment-link-for-wasim",1,1,0,0,0
"Product","/products/whirling-dervish-v2-oil-paint-reproduction-canvas-print-islamic-wall-art",1,1,0,0,0
"Product","/products/ayatul-kursi-circular-design-tempered-glass-islamic-wall-art/",2,2,0,0,0
,"/en-de/products/islamic-wall-art-as-salamu-alaykum-metal",1,1,0,0,0
,"/en-sa/products/kaaba-modern-islamic-gift-canvas-printing",5,5,0,0,0
,"/en-sa/products/basmala-fatimi-kufic-khatt-wooden-acrylic-islamic-wall-art-decor",1,1,0,0,0
,"/en-sa/products/bismillah-islamic-wall-art",18,26,0,0,0
"Product","/products/custom-order-payment-link-for-sample-product",1,1,0,0,0
"Product","/products/islamic-table-decor-thuluth-bismillah-napkin-holder-6-12-pcs-muslim-home-art",485,487,0,0,0
,"/en-sa/products/er-rizku-al-allah-metal-islamic-wall-art",1,2,0,0,0
,"/en-sa/products/kaaba-bayt-allah-canvas-islamic-wall-art-led-lighted-milky-way-background",5,5,0,0,0
"Product","/products/sabr-shukr-dua-tawakkul-set-of-four-wooden-acrylic-islamic-wall-art-decor&media_type=image",1,1,0,0,0
,"/en-sa/products/islamic-prayer-beads-natural-flower-amazonite-stone-beads-dhikr-misbaha",4,4,0,0,0
,"/en-om/products/nalain-shareef-islamic-metal-wall-art",3,3,0,0,0
"Product","/products/palestine-wooden-wall-map-islamic-wall-art-decor&currency=USD",1,1,0,0,0
,"/en-tr/products/canvas-print-masjid-al-aqsa-the-dome-of-the-rock-in-vibrant-sunset-scene",2,2,0,0,0
"Product","/products/payment-link-for-safa-2",1,1,0,0,0
,"/en-tr/products/ayatul-kursi-arabic-calligraphy-metal-clock-islamic-wall-art",1,1,0,0,0
,"/en-sa/products/nikkah-sign-surah-rum-ayat-21",7,7,0,0,0
,"/en-sa/products/jordan-map-wall-decor-wooden-country-map",5,6,0,0,0
,"/en-sa/products/surah-al-falaq-and-surah-al-nas-shiny-silver-metal-islamic-wall-art",5,5,0,0,0
"Product","/products/99-names-of-allah-asma-ul-nabi-muhammad-pomegranate-seed-design-islamic-set/",1,1,0,0,0
,"/en-sa/products/islamic-necklace-masjid-al-aqsa",3,3,0,0,0
,"/en-sa/products/custom-order-for-nawras",1,1,0,0,0
,"/en-sa/products/second-kalima-islamic-wall-art-metal",7,7,0,0,0
,"/en-sa/products/islamic-gift-eid-mubarak-lunate-wooden-islamic-tabletop-decor",3,3,0,0,0
,"/en-sa/products/ramadan-calendar-with-mihrab-design-double-layer-metal-islamic-table-decor",5,5,0,0,0
"Product","/products/custom-order-for-mrs-arshad",1,1,0,0,0
,"/en-sa/products/ahlan-wa-sahlan-islamic-gift-arabic-wooden",18,18,0,0,0
"Product","/products/alhamdulillah-islamic-table-decor-metal-muslim-home-art",24,26,0,0,0
"Product","/products/custom-order-payment-link-for-dinore",1,1,0,0,0
"Product","/products/islamic-wall-art-surah-al-fatihah-calligraphy-islamic-canvas-printing",18,18,0,0,0
"Product","/products/custom-order-link-for-zackria/",1,1,0,0,0
,"/en-sa/products/muslim-carpet-praying-red-black-classic-floral-islamic-prayer-rug",7,7,0,0,0
,"/en-sa/products/wooden-mihrab-muslim-home-decors-prayer-room-ideas-islamic-wall-art",5,6,0,0,0
,"/en-sa/products/allah-muhammad-islamic-wall-art-drop",33,33,0,0,0
"Product","/products/surah-al-ikhlas-circular-design-metal-islamic-wall-art",1,1,0,0,0
"Product","/products/kiswa-of-kaaba-gate-islamic-gift&media_type=video",1,1,0,0,0
"Product","/products/subhanallah-alhamdulillah-allahuakbar-islamic-tabletop-decor%3Fvariant%3D46117433114866%26country%3DUS%26currency%3DUSD%26utm_medium%3Dproduct_sync%26utm_source%3Dgoogle%26utm_content%3Dsag_organic%26utm_campaign%3Dsag_organic%26utm_source%3Dgoogle%26utm_medium%3Dcpc%26utm_campaign%3Dramadan_campaign%26utm_term%3D%26utm_content%3D%26device%3Dm%26tw_source%3Dgoogle%26tw_adid%3D%26tw_campaign%3D22195115036%26tw_kwdid%3D%26gad_campaignid%3D22188729798%26wbraid%3DCj8KCQjw6P3GBhDIARIuACTL3J4MAVNyRc64ueeepQZCJ-PZct4I9n-klzaoTRDp7B61wdy7npSjrMmwchoC3g0",1,1,0,0,0
"Product","/products/masjid-al-aqsa-night-view-islamic-wall-art-canvas-print&country=US&currency=USD",1,1,0,0,0
,"/en-sa/products/loh-e-qurani-metal-islamic-wall-art",7,7,0,0,0
,"/en-de/products/dua-for-protection-from-evil-eye-wood",1,1,0,0,0
"Product","/products/assalamu-alaikum-wa-rahmatullahi-wa-barakatuh-shiny-metal-islamic-wall-art&media_type=image",1,1,0,0,0
"Product","/products/muhammad-written-islamic-necklace/",1,2,0,0,0
,"/en-sa/products/islamic-wall-art-canvas-painting-prints-al-fatihah-v3",4,4,0,0,0
,"/en-sa/products/allah-swt-and-mohammad-pbuh-bookend-drop-design-islamic-home-decor",2,2,0,0,0
,"/en-sa/products/metal-candleholder-islamic-table-decor-hadha-min-fadli-rabbi",2,2,0,0,0
,"/en-sa/products/hasbiyallah-hadith-metal-islamic-wall-art",1,1,0,0,0
,"/en-sa/products/subhanallah-arabic-calligraphy-islamic-tabletop-art-decor",45,49,0,0,0
"Product","/products/payment-link-for-amanda",1,1,0,0,0
,"/en-tr/products/mosque-and-crescent-metal-bookend-islamic-home-decor",1,1,0,0,0
,"/en-sa/products/praying-rug-islam-ivory-blue-floral-patterns-prayer-rug-carpet",4,4,0,0,0
,"/en-tr/products/set-of-ayatul-kursi-surah-al-falaq-surah-an-nas-shiny-metal-gold-islamic-wall-art",1,1,0,0,0
"Product","/products/ramadan-bundle-set-4",37,39,0,0,0
,"/en-sa/products/set-of-basmala-allah-swt-prophet-muhammad-pbuh-islamic-wall-art",2,2,0,0,0
"Product","/products/dua-for-entering-home-and-leaving-home-wood-key-holder/",3,3,0,0,0
,"/en-sa/products/wooden-mihrab-prayer-room-decoration-spiritual-islamic-home-decor-design-6",2,3,0,0,0
"Product","/products/subhanallah-table-decor-modern-design-metal-islamic-muslim-art",32,34,0,0,0
"Product","/products/islamic-dining-table-decor-silver-set-for-6-31-piece-runner-placemats-coasters-cutlery-pouch-napkin-ornament-date-holder",1,1,0,0,0
,"/en-sa/products/kufic-asmaul-husna-in-allah-islamic-wall-art",4,4,0,0,0
"Product","/products/ayatul-kursi-calligraphy-islamic-wall-art-gold/",1,1,0,0,0
,"/en-sa/products/la-tahzen-innallahe-meana-framed",1,1,0,0,0
"Product","/products/al-asmaul-husna-islamic-style-calligraphy-canvas-printing",36,36,0,0,0
"Product","/products/surah-an-nahl-53-tempered-glass-islamic-wall-art-decor",65,66,0,0,0
"Product","/products/ramadan-gift-set-rug-pendant-quran-calligraphy/",1,1,0,0,0
"Product","/products/customizable-hajj-mabroor-tabletop-decor-personalize-with-text-photo/",3,3,0,0,0
"Product","/products/allahu-akbar-islamic-wall-art-metal&media_type=image",1,1,0,0,0
"Product","/products/kalima-tawheed-and-blessing-glass-islamic-wall-decor/",1,1,0,0,0
"Product","/products/prayer-rug-holder-wooden&media_type=image",1,1,0,0,0
,"/en-sa/products/ayatul-kursi-necklace-octagonal-muslim-jewelry",8,8,0,0,0
,"/en-sa/products/surah-ikhlas-kufic-metal-islamic-wall-art",8,8,0,0,0
"Product","/products/uv-print-palestine-map-wall-decor&media_type=image",1,1,0,0,0
,"/en-sa/products/ayatul-kursi-calligraphy-islamic-wall-art-black-wooden",6,6,0,0,0
,"/en-sa/products/99-names-of-allah-clock",14,14,0,0,0
,"/en-sa/products/payment-link-for-shahid",1,1,0,0,0
,"/en-sa/products/wudu-step-by-step-on-aycrlic-descriptive-model-islamic-home-decor-for-kids",4,4,0,0,0
,"/en-sa/products/woven-table-runner-home-kitchen-dining-table-decor",12,12,0,0,0
,"/en-sa/products/peacock-arabic-calligraphy-islamic-wall-art-canvas-printing",5,5,0,0,0
,"/en-sa/products/wedding-sign-glass-decor-islamic-art-surah-nebe-verse-8-bride-groom",6,6,0,0,0
,"/en-tr/products/surah-al-asr-arabic-calligraphy-wooden-clock-islamic-wall-art",1,1,0,0,0
,"/en-de/products/ayatul-kursi-calligraphy-islamic-wall-art-circular-wooden",1,1,0,0,0
"Product","/products/additional-payment-1",1,1,0,0,0
"Product","/products/mashallah-metal-islamic-wall-art&country=US&currency=USD",1,1,0,0,0
,"/en-sa/products/allahumma-salli-barik-dua-calligraphy-islamic-wall-art-canvas-printing",4,4,0,0,0
,"/en-tr/products/kufic-surah-al-falaq-surah-an-nas-islamic-wooden-wall-art-decor",1,1,0,0,0
"Product","/products/surah-al-ikhlas-shiny-metal-clock-islamic-wall-art&media_type=image",1,1,0,0,0
,"/en-sa/products/surah-ibrahim-verse-7-islamic-calligraphy-decor-metal-islamic-wall-art",15,15,0,0,0
"Product","/products/al-asma-ul-husna-metal-wall-art-uv-printed&country=US&currency=USD",2,2,0,0,0
"Product","/products/ayatul-kursi-kaligrafi-islamic-wall-art-full-circular",2,2,0,0,0
"Product","/products/ramadan-dining-table-decor-golden-set-for-6-runner-placemats-coasters-cutlery-pouch-bismillah-metal-napkin-ornament-bismillah-date-holder-31-piece",3,4,0,0,0
,"/en-tr/products/surah-ya-sin-yaseen-islamic-wall-art-modern-canvas-printing",1,1,0,0,0
,"/en-sa/products/ayatul-kursi-islamic-calligraphy-modern-wall-art-canvas-printing",1,1,0,0,0
"Product","/products/dhikr-set-with-arabic-subhanallah-alhamdulillah-allahuakbar-mashallah-inshallah-hasbiyallah-astaghfurullah-wooden-islamic-wall-art/",1,1,0,0,0
"Product","/products/dua-for-protection-from-evil-eye-tempered-glass-islamic-wall-art",84,88,0,0,0
"Product","/products/libya-wall-map-art-3d-laser-cut-decor-wooden-decor",2,2,0,0,0
"Product","/products/pakistan-wooden-wall-map-islamic-wall-art-decor&media_type=image",1,1,0,0,0
,"/en-sa/products/islamic-gift-ramadan-mubarak-eid-mubarak-islamic-table-decor",5,5,0,0,0
,"/en-sa/products/whirling-dervish-islamic-gift-canvas-printing-islamic-wall-art",6,6,0,0,0
,"/en-tr/products/la-ilahe-illallah-shiny-metal-islamic-table-decor",1,1,0,0,0
,"/en-sa/products/islamic-prayer-beads-aqua-blue-marbled-agate-stone",4,4,0,0,0
,"/en-tr/products/ayatul-kursi-islamic-wall-art-modern-calligraphy-canvas-printing",1,1,0,0,0
,"/en-sa/products/ahlan-wa-sahlan-hagia-sophia-mosque-islamic-art-tabletop-decor",5,5,0,0,0
,"/en-sa/products/first-kalima-arabic-calligraphy-islamic-art-tabletop-decor",28,34,0,0,0
,"/en-de/products/kaaba-islamic-wall-art-canvas-printing",1,1,0,0,0
,"/en-sa/products/islamic-gift-set-prayer-rug-protection-dua-jewelry",18,19,0,0,0
,"/en-sa/products/custom-order-for-suad-ali-1",1,1,0,0,0
,"/en-tr/products/dua-for-successful-metal-islamic-wall-art",3,3,0,0,0
,"/en-tr/products/bismillah-key-holder-latin-calligraphy-islamic-wall-art-decor",1,1,0,0,0
"Product","/products/surah-al-fatihah-and-al-ikhlas-islamic-calligraphy-canvas-printing",53,55,0,0,0
,"/en-sa/products/surah-al-ikhlas-metal-clock-islamic-wall-art-black",11,13,0,0,0
"Product","/products/surah-an-nas-kufic-calligraphy-decor-horizontal-metal-islamic-wall-art",35,38,0,0,0
"Product","/products/hadha-min-fadli-rabbi-arabic-calligraphy-islamic-tabletop-decor",43,44,0,0,0
"Product","/products/ahlan-wa-sahlan-hagia-sophia-mosque-islamic-art-tabletop-decor",67,70,0,1,0
"Product","/products/ayatul-kursi-islamic-printing-canvas-wall-art&_fid=781d21457",1,1,0,0,0
"Product","/products/modern-arabic-calligraphy-full-moon-islamic-canvas-printing",108,116,0,1,0
,"/en-sa/products/bismillah-islamic-wall-art-metal-tughra-design",16,17,0,0,0
,"/en-sa/products/islamic-wedding-sign-black-glass-muslim-wedding-mirror",2,2,0,0,0
,"/en-om/products/mashallah-islamic-wall-art-metal",1,1,0,0,0
"Product","/products/surah-ar-rahman-13th-verse-canvas-painting-islamic-wall-art&media_type=image",1,1,0,0,0
,"/en-sa/products/palestine-map-with-cultural-values-masjid-al-aqsa-keffiyeh-olive-branch-metal-islamic-wall-art",22,22,0,0,0
