"Order name","Product title","Product variant title","Gross sales","Quantity ordered"
"#35912","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",20.42,1
"#35228","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Gold / Set of 6 Holders",20.3,1
"#35192","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Gold / Set of 6 Holders",20.3,1
"#34615","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Transparent / Set of 6 Holders",20.26,1
"#35563","Islamic Napkin Holder - Circular Thuluth Bismillah | Muslim Dining Table Decor","Gold / Set of 6 Holders",20.16,1
"#34897",,,20,1
"#36396",,,20,1
"#34211",,,20,1
"#35729","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#36224","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#34577","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#34570","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#36001","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#34466","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Silver / Set of 6 Holders",19.9,1
"#35851","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#35327","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Transparent / Set of 6 Holders",19.9,1
"#34638","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Gold / Set of 6 Holders",19.9,1
"#35218","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#36163","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#35392","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Transparent / Set of 6 Holders",19.9,1
"#36045","Bismillah Date Holder - Iftar Table Decor | Kufic Calligraphy - 6 Pcs Date Stands","Gold / Set of 6 Holders",19.9,1
"#36446","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Transparent / Set of 6 Holders",19.9,1
"#35583","Bismillah Date Holder - Iftar Table Decor | Kufic Calligraphy - 6 Pcs Date Stands","Gold / Set of 6 Holders",19.9,1
"#35032","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Transparent / Set of 6 Holders",19.9,1
"#34570","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Silver / Set of 6 Holders",19.9,1
"#35105","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Gold / Set of 6 Holders",19.9,1
"#35142","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Transparent / Set of 6 Holders",19.9,1
"#35338","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Gold / Set of 6 Holders",19.9,1
"#36827","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#33548","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#34750","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#34448","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#33554","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Transparent / Set of 6 Holders",19.9,1
"#34604","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Gold / Set of 6 Holders",19.9,1
"#35421","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#36045","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Gold / Set of 6 Holders",19.9,1
"#34927","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#34597","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Gold / Set of 6 Holders",19.9,1
"#34448","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Silver / Set of 6 Holders",19.9,1
"#35905","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Transparent / Set of 6 Holders",19.9,1
"#34605","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Gold / Set of 6 Holders",19.9,1
"#35339","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Gold / Set of 6 Holders",19.9,1
"#35464","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#35874","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Gold / Set of 6 Holders",19.9,1
"#34764","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#37367","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Transparent / Set of 6 Holders",19.9,1
"#37489","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#34677","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Transparent / Set of 6 Holders",19.9,1
"#35250","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Transparent / Set of 6 Holders",19.9,1
"#35592","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#34762","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#35905","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#36045","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#33554","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Transparent / Set of 6 Holders",19.9,1
"#36090","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#35951","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Gold / Set of 6 Holders",19.9,1
"#35908","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Transparent / Set of 6 Holders",19.9,1
"#36372","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#35743","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#33678","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#33829","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#34750","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Gold / Set of 6 Holders",19.9,1
"#36065","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#36586","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Gold / Set of 6 Holders",19.9,1
"#34466","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Gold / Set of 6 Holders",19.9,1
"#34644","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#34982","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Silver / Set of 6 Holders",19.9,1
"#34914","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#35417","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#34718","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#35721","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Transparent / Set of 6 Holders",19.9,1
"#34547","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#36203","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#35051","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Gold / Set of 6 Holders",19.9,1
"#36159","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Gold / Set of 6 Holders",19.9,1
"#34887","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#34686","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#35675","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#36564","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Transparent / Set of 6 Holders",19.9,1
"#36512","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Transparent / Set of 6 Holders",19.9,1
"#35278","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#36885","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Transparent / Set of 6 Holders",19.9,1
"#35983","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#36838","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Transparent / Set of 6 Holders",19.9,1
"#34682","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Silver / Set of 6 Holders",19.9,1
"#35439","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#36263","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#35092","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Silver / Set of 6 Holders",19.9,1
"#34770","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.9,1
"#34044","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19.85,1
"#34044","Eid Mubarak - Islamic Table Decor, Arabic Calligraphy | Muslim Gifts","12.4x6"" | 31x15 cm / Gold",19.85,1
"#35210","Alhamdulillah, Bismillah, MashAllah Arabic Islamic Tabletop Art Decor","Alhamdulillah / Black / 12.8x3.2"" | 32x8 cm",19.48,1
"#35212","Eid Mubarak - Islamic Table Decor, Arabic Calligraphy | Muslim Gifts","12.4x6"" | 31x15 cm / Silver",19.47,1
"#36394","Eid Mubarak - Islamic Table Decor, Arabic Calligraphy | Muslim Gifts","12.4x6"" | 31x15 cm / Gold",19.46,1
"#37266","Islamic Napkin Holder - Circular Thuluth Bismillah | Muslim Dining Table Decor","Gold / Set of 6 Holders",19.36,1
"#35012","Ramadan Mubarak Circular Napkin Holder 6 Pcs - Iftar & Eid Table Decor","Gold / Set of 6 Holders",19.33,1
"#37388","Prayer Bead Muslim - Light Brown Olive Wood Beads Islamic Tasbeeh","0.28"" | 7 mm",19,1
"#35574","Eid Mubarak - Islamic Table Decor, Arabic Calligraphy | Muslim Gifts","12.4x6"" | 31x15 cm / Gold",19,1
"#34392","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19,1
"#36727","Islamic Tabletop Decors | Bismillah, SubhanAllah, Alhamdulillah, AllahuAkbar, MashAllah","Mashallah / Silver / 12.8x3.2"" | 32.5x8.1 cm",19,1
"#36828","Eid Mubarak - Islamic Table Decor, Arabic Calligraphy | Muslim Gifts","12.4x6"" | 31x15 cm / Silver",19,1
"#34369","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19,1
"#34425","Alhamdulillah, Bismillah, MashAllah Arabic Islamic Tabletop Art Decor","Bismillah / Gold / 12.8x3.2"" | 32x8 cm",19,1
"#35195","Alhamdulillah, Bismillah, MashAllah Arabic Islamic Tabletop Art Decor","Bismillah / Gold / 12.8x3.2"" | 32x8 cm",19,1
"#34392","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Transparent / Set of 6 Holders",19,1
"#35166","Eid Mubarak - Islamic Table Decor, Arabic Calligraphy | Muslim Gifts","12.4x6"" | 31x15 cm / Gold",19,1
"#33965","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Transparent / Set of 6 Holders",19,1
"#36593","Eid Mubarak - Islamic Table Decor, Arabic Calligraphy | Muslim Gifts","12.4x6"" | 31x15 cm / Silver",19,1
"#35367","Muslim Prayer Beads | Hematite Stone Beads - Islamic Rosary","0.23"" | 6 mm",19,1
"#36735","Subhanallah Arabic Calligraphy Decor - Islamic Tabletop Art Decor","12.8x3.2"" | 32.5x8.1 cm / Black",19,1
"#36381","Bismillah Circular Napkin Holder - Kufic Calligraphy | Islamic  Dining Table Decor","Gold / Set of 6 Holders",19,1
"#34654","Eid Mubarak - Islamic Table Decor, Arabic Calligraphy | Muslim Gifts","12.4x6"" | 31x15 cm / Silver",19,1
"#35220","Alhamdulillah, Bismillah, MashAllah Arabic Islamic Tabletop Art Decor","Bismillah / Gold / 12.8x3.2"" | 32x8 cm",19,1
"#34268","Ramadan Mubarak Circular Napkin Holder 6 Pcs - Iftar & Eid Table Decor","Gold / Set of 6 Holders",19,1
"#36261","Alhamdulillah, Bismillah, MashAllah Arabic Islamic Tabletop Art Decor","Alhamdulillah / Gold / 12.8x3.2"" | 32x8 cm",19,1
"#35900","Eid Mubarak - Islamic Table Decor, Arabic Calligraphy | Muslim Gifts","12.4x6"" | 31x15 cm / Gold",19,1
"#34392","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Transparent / Set of 6 Holders",19,1
"#35596","Alhamdulillah, Bismillah, MashAllah Arabic Islamic Tabletop Art Decor","Alhamdulillah / Gold / 12.8x3.2"" | 32x8 cm",19,1
"#34862","Bismillah, Alhamdulillah, MashAllah Latin Islamic Tabletop Art Decor","Bismillah / Gold / 12.8x3.2"" | 32x8 cm",19,1
"#35968","Subhanallah Arabic Calligraphy Decor - Islamic Tabletop Art Decor","12.8x3.2"" | 32.5x8.1 cm / Silver",19,1
"#35751","Muslim Prayer Beads | Hematite Stone Beads - Islamic Rosary","0.23"" | 6 mm",19,1
"#34238","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Silver / Set of 6 Holders",19,1
"#35955","Bismillah Circular Napkin Holder - Kufic Calligraphy | Islamic  Dining Table Decor","Gold / Set of 6 Holders",19,1
"#36163","Eid Mubarak - Islamic Table Decor, Arabic Calligraphy | Muslim Gifts","12.4x6"" | 31x15 cm / Gold",19,1
"#37001","Bismillah, Alhamdulillah, MashAllah Latin Islamic Tabletop Art Decor","Alhamdulillah / Gold / 12.8x3.2"" | 32x8 cm",19,1
"#35656","Eid Mubarak - Islamic Table Decor, Arabic Calligraphy | Muslim Gifts","12.4x6"" | 31x15 cm / Silver",19,1
"#36171","Alhamdulillah, Bismillah, MashAllah Arabic Islamic Tabletop Art Decor","Bismillah / Gold / 12.8x3.2"" | 32x8 cm",19,1
"#34929","Ramadan Mubarak Circular Napkin Holder 6 Pcs - Iftar & Eid Table Decor","Gold / Set of 6 Holders",19,1
"#34273","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19,1
"#36224","Ramadan Mubarak Circular Napkin Holder 6 Pcs - Iftar & Eid Table Decor","Gold / Set of 6 Holders",19,1
"#35268","Eid Mubarak - Islamic Table Decor, Arabic Calligraphy | Muslim Gifts","12.4x6"" | 31x15 cm / Silver",19,1
"#36727","Islamic Tabletop Decors | Bismillah, SubhanAllah, Alhamdulillah, AllahuAkbar, MashAllah","Alhamdulillah / Silver / 12.8x3.2"" | 32.5x8.1 cm",19,1
"#37376","Alhamdulillah, Bismillah, MashAllah Arabic Islamic Tabletop Art Decor","Alhamdulillah / Silver / 12.8x3.2"" | 32x8 cm",19,1
"#36306","Alhamdulillah, Bismillah, MashAllah Arabic Islamic Tabletop Art Decor","Alhamdulillah / Gold / 12.8x3.2"" | 32x8 cm",19,1
"#34247","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19,1
"#36343","Muslim Prayer Beads - Turquoise Natural Stone Beads Islamic Rosary","0.31"" | 8mm",19,1
"#36016","Eid Mubarak - Islamic Table Decor, Arabic Calligraphy | Muslim Gifts","12.4x6"" | 31x15 cm / Gold",19,1
"#36914","Muslim Prayer Beads - Turquoise Natural Stone Beads Islamic Rosary","0.31"" | 8mm",19,1
"#35731","Alhamdulillah, Bismillah, MashAllah Arabic Islamic Tabletop Art Decor","Bismillah / Gold / 12.8x3.2"" | 32x8 cm",19,1
"#33808","Eid Mubarak - Islamic Table Decor, Arabic Calligraphy | Muslim Gifts","12.4x6"" | 31x15 cm / Gold",19,1
"#37196","Muslim Prayer Beads | Hematite Stone Beads - Islamic Rosary","0.23"" | 6 mm",19,1
"#33962","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",19,1
"#34292","Bismillah, Alhamdulillah, MashAllah Latin Islamic Tabletop Art Decor","Bismillah / Black / 12.8x3.2"" | 32x8 cm",19,1
"#37376","Alhamdulillah, Bismillah, MashAllah Arabic Islamic Tabletop Art Decor","Alhamdulillah / Gold / 12.8x3.2"" | 32x8 cm",19,1
"#36108","Muslim Prayer Beads - Black Obsidian Stone Beads Islamic Rosary","0.31"" | 8mm",18.05,1
"#36909",,,17.49,1
"#37095","Muslim Prayer Beads - Black Obsidian Stone Beads Islamic Rosary","0.31"" | 8mm",17.28,1
"#37515","Muslim Prayer Beads - Black Obsidian Stone Beads Islamic Rosary","0.31"" | 8mm",17.25,1
"#35069","Muslim Prayer Beads - Black Obsidian Stone Beads Islamic Rosary","0.31"" | 8mm",16.42,1
"#36997","Muslim Prayer Beads - Black Obsidian Stone Beads Islamic Rosary","0.31"" | 8mm",15,1
"#35119",,,15,1
"#37191","Muslim Prayer Beads - Black Obsidian Stone Beads Islamic Rosary","0.31"" | 8mm",15,1
"#36730","Muslim Prayer Beads - Black Obsidian Stone Beads Islamic Rosary","0.31"" | 8mm",15,1
"#33668",,,15,1
"#36910",,,15,1
"#37011","Muslim Prayer Beads - Black Obsidian Stone Beads Islamic Rosary","0.31"" | 8mm",15,1
"#36708",,,15,1
"#35522","Muslim Prayer Beads - Black Obsidian Stone Beads Islamic Rosary","0.31"" | 8mm",15,1
"#35965","Muslim Prayer Beads - Black Obsidian Stone Beads Islamic Rosary","0.31"" | 8mm",15,1
"#36738","Muslim Prayer Beads - Black Obsidian Stone Beads Islamic Rosary","0.31"" | 8mm",15,1
"#37241","Muslim Prayer Beads - Black Obsidian Stone Beads Islamic Rosary","0.31"" | 8mm",15,1
"#33827",,,10,1
"#33898",,,1,1
"#34094",,,0,0
"#36715",,,0,0
"#36651",,,0,0
"#34552",,,0,0
"#36482",,,0,0
"#34323",,,0,0
"#33913",,,0,0
"#35720",,,0,0
"#36020",,,0,0
"#37081",,,0,0
"#34781",,,0,0
"#35906",,,0,0
"#35382",,,0,1
"#34859",,,0,0
"#33735",,,0,0
"#37423",,,0,0
"#37100",,,0,0
"#33892",,,0,0
"#35887",,,0,0
"#35203",,,0,0
"#36503",,,0,0
"#34826",,,0,0
"#35979",,,0,0
"#37252",,,0,0
"#34600",,,0,0
"#35373",,,0,0
"#35809",,,0,0
"#37070",,,0,0
"#34956",,,0,0
"#34770",,,0,0
"#35988",,,0,0
"#36150",,,0,0
"#36989",,,0,0
"#35472",,,0,0
"#35151",,,0,0
"#36473",,,0,0
"#36226",,,0,0
"#37379",,,0,0
"#34253",,,0,0
"#35650",,,0,0
"#33863",,,0,0
"#33645",,,0,0
"#34929",,,0,1
"#35876",,,0,0
"#34587",,,0,0
"#35184",,,0,0
"#35005",,,0,0
"#35461",,,0,0
"#35559",,,0,0
"#34062",,,0,0
"#34406",,,0,0
"#33128",,,0,0
"#36642",,,0,0
"#36329",,,0,0
"#37276",,,0,0
"#34071",,,0,0
"#34488",,,0,0
"#36675",,,0,0
"#36864",,,0,0
"#36853",,,0,0
"#34055",,,0,0
"#35456",,,0,1
"#37241",,,0,0
"#36390",,,0,0
"#34431",,,0,0
"#34509",,,0,0
"#33690",,,0,0
"#35685",,,0,0
"#35032",,,0,0
"#37124",,,0,0
"#36808",,,0,0
"#36211",,,0,0
"#36527",,,0,0
"#37478",,,0,0
"#36978",,,0,0
"#36202",,,0,0
"#34763",,,0,0
"#34286",,,0,0
"#36372",,,0,0
"#33629",,,0,0
"#34945",,,0,0
"#34422",,,0,0
"#35258",,,0,0
"#35360",,,0,0
"#34307",,,0,0
"#33711",,,0,0
"#36383",,,0,0
"#35922",,,0,0
"#35704",,,0,0
"#37540",,,0,0
"#36143",,,0,0
"#33937",,,0,0
"#36174",,,0,0
"#33726",,,0,1
"#35915",,,0,0
"#35733",,,0,0
"#33900",,,0,0
"#36428",,,0,0
"#37092",,,0,0
"#34389",,,0,0
"#36491",,,0,0
"#35357",,,0,0
"#34330",,,0,0
"#36510",,,0,0
"#34208",,,0,0
"#33599",,,0,0
"#34754",,,0,0
"#33838",,,0,0
"#35894",,,0,0
"#34972",,,0,0
"#33568",,,0,0
"#37113",,,0,0
"#33881",,,0,0
"#36840",,,0,0
"#34565",,,0,0
"#36798",,,0,0
"#35098",,,0,0
"#35166",,,0,1
"#34039",,,0,1
"#36666",,,0,0
"#37265",,,0,0
"#35021",,,0,0
"#35445",,,0,0
"#33517",,,0,0
"#36619",,,0,0
"#36345",,,0,0
"#35535",,,0,0
"#37294",,,0,0
"#33520",,,0,0
"#36697",,,0,0
"#34046",,,0,0
"#35069",,,0,0
"#34136",,,0,0
"#36930",,,0,0
"#36716",,,0,0
"#35443",,,0,0
"#35197",,,0,0
"#37315",,,0,0
"#36769",,,0,0
"#35502",,,0,0
"#36099",,,0,0
"#35667",,,0,0
"#34101",,,0,0
"#34738",,,0,0
"#33854",,,0,0
"#36235",,,0,0
"#33672",,,0,0
"#35841",,,0,0
"#34594",,,0,1
"#34415",,,0,1
"#34264",,,0,0
"#34149",,,0,0
"#34040",,,0,0
"#35016",,,0,0
"#36444",,,0,0
"#36118",,,0,0
"#37047",,,0,0
"#34811",,,0,0
"#35799",,,0,0
"#37038",,,0,1
"#36167",,,0,0
"#34961",,,0,1
"#36886",,,0,0
"#36196",,,0,0
"#34747",,,0,1
"#35618",,,0,0
"#35344",,,0,0
"#35768",,,0,0
"#36534",,,0,0
"#34295",,,0,0
"#34637",,,0,0
"#35234",,,0,1
"#35696",,,0,0
"#37414",,,0,0
"#34990",,,0,0
"#37137",,,0,0
"#36068",,,0,0
"#36017",,,0,1
"#33683",,,0,0
"#37148",,,0,0
"#33924",,,0,0
"#34648",,,0,0
"#35717",,,0,0
"#34080",,,0,0
"#35931",,,0,0
"#33702",,,0,0
"#36846",,,0,0
"#36660",,,0,0
"#36361",,,0,0
"#34314",,,0,0
"#36721",,,0,0
"#36907",,,0,0
"#34113",,,0,0
"#35142",,,0,0
"#37263",,,0,0
"#36894",,,0,0
"#36732",,,0,1
"#34093",,,0,0
"#37322",,,0,0
"#33559",,,0,0
"#35510",,,0,0
"#36914",,,0,0
"#35483",,,0,0
"#35490",,,0,0
"#35491",,,0,0
"#37331",,,0,0
"#37330",,,0,0
"#36733",,,0,0
"#34092",,,0,0
"#36915",,,0,0
"#35511",,,0,0
"#34112",,,0,0
"#35143",,,0,0
"#36457",,,0,0
"#34540",,,0,0
"#36895",,,0,0
"#37508",,,0,0
"#36360",,,0,0
"#36460",,,0,0
"#37063",,,0,0
"#35865",,,0,0
"#33656",,,0,0
"#35211",,,0,0
"#34612",,,0,0
"#33870",,,0,0
"#33758",,,0,0
"#34834",,,0,0
"#35643",,,0,0
"#36032",,,0,0
"#34793",,,0,0
"#34240",,,0,0
"#35391",,,0,0
"#37430",,,0,0
"#36033",,,0,0
"#34792",,,0,1
"#34613",,,0,0
"#35390",,,0,0
"#37054",,,0,0
"#37431",,,0,0
"#34835",,,0,0
"#33759",,,0,0
"#34413",,,0,0
"#34241",,,0,0
"#35210",,,0,1
"#35010",,,0,0
"#33770",,,0,0
"#35943",,,0,0
"#35765",,,0,0
"#33956",,,0,0
"#35864",,,0,0
"#33657",,,0,0
"#35239",,,0,0
"#33871",,,0,0
"#34366",,,0,0
"#35674",,,0,0
"#35642",,,0,0
"#36546",,,0,0
"#37419",,,0,0
"#33847",,,0,0
"#35191",,,0,0
"#37062",,,0,0
"#37145",,,0,0
"#36094",,,0,0
"#36461",,,0,0
"#34735",,,0,0
"#37314",,,0,0
"#33859",,,0,0
"#34913",,,0,0
"#34592",,,0,1
"#36931",,,0,0
"#35336",,,0,0
"#34269",,,0,0
"#36717",,,0,0
"#33661",,,0,0
"#37497",,,0,0
"#36696",,,0,0
"#36449",,,0,0
"#35068",,,0,0
"#34137",,,0,0
"#35534",,,0,0
"#37295",,,0,0
"#33521",,,0,0
"#37516",,,0,0
"#36115",,,0,0
"#34892",,,0,0
"#35538",,,0,0
"#34467",,,0,0
"#36344",,,0,0
"#35852",,,0,0
"#36618",,,0,1
"#37299",,,0,0
"#36799",,,0,0
"#35167",,,0,0
"#34038",,,0,0
"#36233",,,0,0
"#34967",,,0,0
"#35064",,,0,0
"#36247",,,0,1
"#37318",,,0,0
"#34564",,,0,0
"#34991",,,0,0
"#37489",,,0,0
"#36016",,,0,1
"#37149",,,0,0
"#35437",,,0,0
"#34568",,,0,0
"#37415",,,0,0
"#37396",,,0,0
"#35235",,,0,0
"#36795",,,0,0
"#34034",,,0,0
"#34810",,,0,0
"#35838",,,0,0
"#36614",,,0,0
"#36197",,,0,0
"#35769",,,0,0
"#36832",,,0,0
"#34636",,,0,0
"#36348",,,0,0
"#36119",,,0,0
"#37046",,,0,0
"#35328",,,0,1
"#37217",,,0,0
"#36562",,,0,0
"#37161",,,0,0
"#34277",,,0,0
"#33972",,,0,0
"#36445",,,0,0
"#35741",,,0,0
"#35967",,,0,0
"#34838",,,0,0
"#33754",,,0,0
"#34342",,,0,0
"#35293",,,0,0
"#34265",,,0,0
"#34741",,,0,0
"#37532",,,0,0
"#36098",,,0,0
"#36131",,,0,0
"#35666",,,0,0
"#33855",,,0,0
"#34739",,,0,0
"#33673",,,0,0
"#35840",,,0,0
"#34690",,,0,1
"#35457",,,0,0
"#34508",,,0,0
"#34054",,,0,0
"#35868",,,0,0
"#34711",,,0,0
"#36674",,,0,0
"#35312",,,0,0
"#36919",,,0,0
"#35342",,,0,0
"#36852",,,0,0
"#36263",,,0,0
"#33509",,,0,0
"#36558",,,0,0
"#34443",,,0,1
"#36328",,,0,0
"#37277",,,0,0
"#34489",,,0,0
"#35558",,,0,0
"#34407",,,0,0
"#35040",,,0,0
