"Order name","Product title","Product variant title","Gross sales","Quantity ordered"
"#34549","Ayatul Kursi Metal Islamic Wall Art with Translation, Transliteration and LED","39.4x24"" | 100x61 cm / With LED Lights",159,1
"#35186","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Silver Out Shiny Gold",159,1
"#34977","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Silver Out Shiny Gold",159,1
"#36744","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Silver",159,1
"#34243","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Silver Out Shiny Gold",159,1
"#35469","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Black / 30"" | 75 cm / 3 Pieces",159,1
"#36482","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Gold",159,1
"#33858","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / Full Shiny Gold",159,1
"#37190","Islamic Wedding Sign – We Created You in Pairs Surah Nebe 8, Glass Nikkah Mirror","24x24'' | 61x61 cm / White",159,1
"#35999","Ayatul Kursi Metal Islamic Wall Art with Translation, Transliteration and LED","39.4x24"" | 100x61 cm / With LED Lights",159,1
"#37186","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Silver",159,1
"#35732","Shiny Crescent Moon & Star Metal Islamic Home Decor - Islamic Gift","20.5x17.3"" | 52x44 cm",159,1
"#34151","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Gold Acrylic / 30"" | 75 cm / 3 Pieces",159,1
"#34386","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Gold",159,1
"#36572","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Silver Out Shiny Gold",159,1
"#36945","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Gold",159,1
"#35481","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Gold Out Shiny Silver",159,1
"#36948","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Gold",159,1
"#34020","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Gold Out Shiny Silver",159,1
"#34953","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Gold",159,1
"#36747","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Gold Acrylic / 30"" | 75 cm / 3 Pieces",159,1
"#35598","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Gold",159,1
"#35377","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Silver Out Shiny Gold",159,1
"#33559","Subhanallah Alhamdulillah Allahuakbar - Islamic Wall Art, Tempered Glass Decor","All of Them / 13.7x13.7"" | 35 x35 cm",159,1
"#34462","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / Full Shiny Gold",159,1
"#33665","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Gold Out Shiny Silver",159,1
"#37259","Islamic Canvas Wall Art - Masjid Al Aqsa Historical Sketch Dome of the Rock","27.6x39.4"" | 70x100 cm",159,1
"#36963","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Gold Out Shiny Silver",159,1
"#37022","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Black",159,1
"#33977","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Gold Acrylic / 30"" | 75 cm / 3 Pieces",159,1
"#35625","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Gold",159,1
"#34350","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Gold Acrylic / 30"" | 75 cm / 3 Pieces",159,1
"#37283","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Gold",159,1
"#33767","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Gold Out Shiny Silver",159,1
"#35386","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Silver Acrylic / 30"" | 75 cm / 3 Pieces",159,1
"#37244","Surah Al Hashr on Tempered Glass - Islamic Wall Art | Verse 21:24","21.7x27.6"" | 55x70 cm",159,1
"#33619","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Silver Out Shiny Gold",159,1
"#36047","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / Full Shiny Gold",159,1
"#34977","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Gold Out Shiny Silver",159,1
"#36225","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Gold",159,1
"#35803","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Gold",159,1
"#36478","Shiny Crescent Moon & Star Metal Islamic Home Decor - Islamic Gift","20.5x17.3"" | 52x44 cm",159,1
"#35982","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Gold",159,1
"#34876","Ayatul Kursi Metal Islamic Wall Art with Translation, Transliteration and LED","39.4x24"" | 100x61 cm / With LED Lights",159,1
"#35369","Ayatul Kursi Metal Islamic Wall Art with Translation, Transliteration and LED","39.4x24"" | 100x61 cm / With LED Lights",159,1
"#33998","The Farewell Sermon Of Prophet Muhammad - Islamic Wall Art on Tempered Glass","21.7x27.6"" | 55x70 cm",159,1
"#34204","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Gold Out Shiny Silver",159,1
"#34237","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Silver",159,1
"#34955","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Gold",159,1
"#34344","The Farewell Sermon Of Prophet Muhammad - Islamic Wall Art on Tempered Glass","21.7x27.6"" | 55x70 cm",159,1
"#36348","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Gold",159,1
"#36399","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / Full Shiny Gold",159,1
"#36963","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Silver Out Shiny Gold",159,1
"#35260","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Gold Acrylic / 30"" | 75 cm / 3 Pieces",159,1
"#35010","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Gold Acrylic / 30"" | 75 cm / 3 Pieces",159,1
"#37505","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Gold Acrylic / 30"" | 75 cm / 3 Pieces",159,1
"#37206","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Silver",159,1
"#35846","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Gold Acrylic / 30"" | 75 cm / 3 Pieces",159,1
"#34059","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Gold Out Shiny Silver",159,1
"#36158","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Gold Out Shiny Silver",159,1
"#36653","Circular Kufic Basmala, Al-Falaq, An-Nas, Al-Ikhlas, Al Kafirun Wooden Islamic Wall Art","47.2x47.2"" | 120x120cm / In Gold Out Silver",159,1
"#35574","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Silver Out Shiny Gold",159,1
"#36868","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Gold Out Shiny Silver",159,1
"#34735","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Gold Out Shiny Silver",159,1
"#34835","Shiny Crescent Moon & Star Metal Islamic Home Decor - Islamic Gift","20.5x17.3"" | 52x44 cm",159,1
"#34501","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Gold Out Shiny Silver",159,1
"#36247","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Gold",159,1
"#37524","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Black",159,1
"#36655","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Silver Out Shiny Gold",159,1
"#36902","Islamic Canvas Wall Art - Masjid Al Aqsa Historical Sketch Dome of the Rock","27.6x39.4"" | 70x100 cm",159,1
"#34277","The Farewell Sermon Of Prophet Muhammad - Islamic Wall Art on Tempered Glass","21.7x27.6"" | 55x70 cm",159,1
"#34295","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Gold Out Shiny Silver",159,1
"#37235","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Gold Out Shiny Silver",159,1
"#36906","The Farewell Sermon Of Prophet Muhammad - Islamic Wall Art on Tempered Glass","21.7x27.6"" | 55x70 cm",159,1
"#36883","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Gold Acrylic / 30"" | 75 cm / 3 Pieces",159,1
"#33569","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Black / 30"" | 75 cm / 3 Pieces",159,1
"#34798","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Gold Acrylic / 30"" | 75 cm / 3 Pieces",159,1
"#37462","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Gold",159,1
"#34167","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Gold Acrylic / 30"" | 75 cm / 3 Pieces",159,1
"#34043","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Gold",159,1
"#37163","The Farewell Sermon Of Prophet Muhammad - Islamic Wall Art on Tempered Glass","21.7x27.6"" | 55x70 cm",159,1
"#36690","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Gold Acrylic / 30"" | 75 cm / 3 Pieces",159,1
"#37547","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Gold Out Shiny Silver",159,1
"#35180","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Gold Acrylic / 30"" | 75 cm / 3 Pieces",159,1
"#37377","Subhanallah Alhamdulillah Allahuakbar - Islamic Wall Art, Tempered Glass Decor","All of Them / 13.7x13.7"" | 35 x35 cm",159,1
"#36795","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Gold",159,1
"#37459","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Gold Acrylic / 30"" | 75 cm / 3 Pieces",159,1
"#37484","The Farewell Sermon Of Prophet Muhammad - Islamic Wall Art on Tempered Glass","21.7x27.6"" | 55x70 cm",159,1
"#34379","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / Full Shiny Gold",159,1
"#36661","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Gold Out Shiny Silver",159,1
"#36795","Tulip Shaped Design Shiny Metal Ayatul Kursi Islamic Wall Art","36x22.8"" | 90x57 cm / In Shiny Gold Out Shiny Silver",159,1
"#33550","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Gold Acrylic / 30"" | 75 cm / 3 Pieces",159,1
"#36045","Shiny Crescent Moon & Star Metal Islamic Home Decor - Islamic Gift","20.5x17.3"" | 52x44 cm",159,1
"#36369","99 Names of Allah Asma-ul Husna Metal Islamic Wall Art","35.4x35.4"" | 90x90 cm / Gold",159,1
"#33966","Shiny Crescent Moon & Star Metal Islamic Home Decor - Islamic Gift","20.5x17.3"" | 52x44 cm",159,1
"#36842","Ayatul Kursi & 4 Quls Surah - Islamic Wall Art | Wooden Decor Set","16x21"" | 40x53 cm / Gold / White",159,1
"#36037","Shiny Crescent Moon & Star Metal Islamic Home Decor - Islamic Gift","20.5x17.3"" | 52x44 cm",159,1
"#37055","Islamic Wall Clock with Ayatul Kursi Calligraphy - Elegant Muslim Home Decor","All Set of 3 / Medium Set",158.46,1
"#36544","Start with Bismillah Metal Islamic Wall Art End with Alhamdulillah SubhanAllah InshAllah","26.4x17.7"" | 67x45 cm / Black",158,2
"#34935","Start with Bismillah Metal Islamic Wall Art End with Alhamdulillah SubhanAllah InshAllah","26.4x17.7"" | 67x45 cm / Black",158,2
"#34173","Palestine Mirror Map Wall Decor - Wood/Plexy Acrylic Shiny Wall Art","8.7x23.6"" | 22x60 cm / Silver Acrylic",158,2
"#36854","Mashallah La Quwwata illa Bi-llahi Metal Islamic Wall Art","39x14"" | 99x36 cm / Black",158,2
"#36660","Dua For Barakah, Allahumma Barik Hazal Bait - Metal Arabic Calligraphy Art","39x9.5"" | 99x24 cm / Gold",158,2
"#37106","Surah Al Fatihah - Metal Islamic Wall Art | Arabic Calligraphy Decor","35.4x35.4"" | 90x90 cm / In Gold Out Black",157.58,1
"#34317","4 Quls Surah Kufic Calligraphy | Basmala Kafirun Ikhlas Falaq Nas - Wooden Islamic Wall Art","47.2x47.2"" | 120x120cm / In Silver Out Gold",157,1
"#34413","4 Quls Surah Kufic Calligraphy | Basmala Kafirun Ikhlas Falaq Nas - Wooden Islamic Wall Art","47.2x47.2"" | 120x120cm / In Gold Out Silver",157,1
"#35668","4 Quls Surah Kufic Calligraphy | Basmala Kafirun Ikhlas Falaq Nas - Wooden Islamic Wall Art","47.2x47.2"" | 120x120cm / In Gold Out Silver",157,1
"#35263","4 Quls Surah Kufic Calligraphy | Basmala Kafirun Ikhlas Falaq Nas - Wooden Islamic Wall Art","47.2x47.2"" | 120x120cm / In Gold Out Silver",157,1
"#35383","4 Quls Surah Kufic Calligraphy | Basmala Kafirun Ikhlas Falaq Nas - Wooden Islamic Wall Art","47.2x47.2"" | 120x120cm / In Gold Out Silver",157,1
"#35146","4 Quls Surah Kufic Calligraphy | Basmala Kafirun Ikhlas Falaq Nas - Wooden Islamic Wall Art","47.2x47.2"" | 120x120cm / In Gold Out Silver",157,1
"#36717","4 Quls Surah Kufic Calligraphy | Basmala Kafirun Ikhlas Falaq Nas - Wooden Islamic Wall Art","47.2x47.2"" | 120x120cm / In Silver Out Gold",157,1
"#34244","Ayatul Kursi Calligraphy Wooden & Acrylic Islamic Wall Art","35.5x47.2"" | 90x120 cm / Full Shiny Gold",156.41,1
"#35623","Mihrap Decor for Prayer Corners | Elegant & Timeless Design, Islamic Wall Art","52.4x70.9"" | 133x180 cm / Black",156.05,1
"#37371","Surah Rahman 13 and Surah Baqara 152 Decor Set - Metal Islamic Wall Art","39x10"" | 99x25 cm / Black",156,1
"#34250","Islamic Wall Clock with Ayatul Kursi Calligraphy - Elegant Muslim Home Decor","All Set of 3 / Medium Set",156,1
"#37119","Islamic Wall Clock with Ayatul Kursi Calligraphy - Elegant Muslim Home Decor","All Set of 3 / Medium Set",156,1
"#36441","Ayatul Kursi, Surah Al Falaq, Surah An Nas Kufic Metal Islamic Wall Art","All Set (set of 3) / 17x17"" | 43x43 cm / Black",155.85,1
"#34943","Mihrab Wooden Muslim Home Decor – Prayer Room Ideas | Islamic Wall Art","52.4x70.9"" | 133x180 cm / Black",155.84,1
"#37255","Ayatul Kursi Calligraphy Metal Islamic Wall Art in 4 Pieces","55x21.7"" | 140x55 cm / Matte Gold",155.72,1
"#33834","Ayatul Kursi Calligraphy Metal Islamic Wall Art in 4 Pieces","37x15"" | 94x38 cm / Matte Gold",155.7,1
"#35170","Ayatul Kursi, Surah Al Falaq, Surah An Nas Kufic Metal Islamic Wall Art","All Set (set of 3) / 17x17"" | 43x43 cm / Silver",155.67,1
"#35771","Crescent Moon & Star Ramadan Decor - Metal Islamic Home Decoration","20.5x17.3"" | 52x44 cm / Gold",155.63,1
"#37199","Ayatul Kursi Calligraphy Metal Islamic Wall Art in 4 Pieces","55x21.7"" | 140x55 cm / Black",155.62,1
"#37006","Ayatul Kursi Calligraphy Metal Islamic Wall Art in 4 Pieces","55x21.7"" | 140x55 cm / Black",155.61,1
"#35223","Crescent Moon & Star Ramadan Decor - Metal Islamic Home Decoration","20.5x17.3"" | 52x44 cm / Gold",155.54,1
"#36771","Ayatul Kursi Calligraphy Metal Islamic Wall Art in 4 Pieces","55x21.7"" | 140x55 cm / Black",155.54,1
"#36145","Mihrap Decor for Prayer Corners | Elegant & Timeless Design, Islamic Wall Art","52.4x70.9"" | 133x180 cm / Black",155.46,1
"#35432","Ayatul Kursi Calligraphy Metal Islamic Wall Art in 4 Pieces","55x21.7"" | 140x55 cm / Black",155.42,1
"#35431","Ayatul Kursi Calligraphy Metal Islamic Wall Art in 4 Pieces","55x21.7"" | 140x55 cm / Black",155.42,1
"#33919","Wooden Mihrab - Islamic Home Masjid Decor | with Allah & Muhammad Decors","Only Mihrab / L",155.41,1
"#34441","Ayatul Kursi Calligraphy Metal Islamic Wall Art in 4 Pieces","55x21.7"" | 140x55 cm / Matte Copper",155.32,1
"#34349","Mashallah Islamic Wall Art - Tulip Shape Tempered Glass Decor","13x31.88"" | 33x80 cm / Black Mirror / Silver",155.3,1
"#36284","Ayatul Kursi Calligraphy Decor - Islamic Wall Art, Matte Metal","28x36"" | 70x90 cm / In Gold Out Silver",155.27,1
"#37420","Ayatul Kursi Kufic Shape Tempered Glass Islamic Wall Art","Gold Acrylic (Ayatul Kursi) / 19.7x19.7"" | 50x50 cm",155.12,1
"#37448","4 Qul Surahs Islamic Wall Art - Elegant Islamic Home Decor","20x26"" | 50x66 cm / In Gold Out Silver / White",155,1
"#36028","Crescent Moon & Star Ramadan Decor - Metal Islamic Home Decoration","20.5x17.3"" | 52x44 cm / Black",154.09,1
"#37303","Ayatul Kursi Calligraphy Shiny Metal Islamic Wall Art","26.4x34.3"" | 67x87 cm / Shiny Silver",154,1
"#36758","Ayatul Kursi Calligraphy Shiny Metal Islamic Wall Art","26.4x34.3"" | 67x87 cm / Shiny Gold",154,1
"#34180","Surah Al Fatihah - Islamic Wall Art Canvas Printing","35.4x35.4"" | 90x90 cm",152.65,1
"#35892","Mihrab Islamic Wall Art - Wood Islamic Home Decor","47.2x70.9"" | 120x180 cm",152,1
"#36059","Mihrab Islamic Wall Art - Wood Islamic Home Decor","47.2x70.9"" | 120x180 cm",152,1
"#36285","Ayatul Kursi Islamic Wall Art, Mihrab and Dome Design Islamic Artwork","39.4x24"" | 100x61 cm / In Gold Out Silver",151.54,1
"#37097","Ayatul Kursi Islamic Wall Art - Modern Tulip Design, Matte Metal","36x22.8"" | 90x57 cm / In Gold Out Black",151.19,1
"#37412","Ayatul Kursi Islamic Wall Art, Mihrab and Dome Design Islamic Artwork","39.4x24"" | 100x61 cm / In Black Out Gold",151.15,1
"#34028","Bismillah & Ayatul Kursi Calligraphy Set - Metal Islamic Wall Art","L / In Gold Out Black / Black",151.14,1
"#35843","Ayatul Kursi Islamic Wall Art - Modern Tulip Design, Matte Metal","36x22.8"" | 90x57 cm / In Gold Out Black",151.05,1
"#36127","Ayatul Kursi Islamic Wall Art - Modern Tulip Design, Matte Metal","36x22.8"" | 90x57 cm / In Silver Out Gold",151.04,1
"#34617","Names of Ahlul Bayt: Wooden/Acrylic Islamic Wall Art","27.5"" | 70 cm / Gold",150.85,1
"#36889","Ayatul Kursi Islamic Wall Art - Modern Tulip Design, Matte Metal","36x22.8"" | 90x57 cm / In Silver Out Black",150.03,1
"#33681",,,150,1
"#34390","Bismillah Thuluth Calligraphy Islamic Wall Art - Horizontal Basmala","27.2x5.9"" | 69x15 cm / Black",149.91,3
"#33807","Start with Bismillah, End with Alhamdulillah - Wooden Islamic Wall Art","24x8.2"" | 60x21 cm / Gold",149.8,2
"#35805","Ramadan Lantern Metal Islamic Wall Art Home Decor","L-30"" | 77 cm / Gold",149,1
"#37203","Surah Al Fatiha Verse One Tempered Glass Islamic Wall Art Decor","24x18"" | 61x46 cm / Blue Brush Strokes / Silver",149,1
"#35282","Ayatul Kursi, Surah Falaq and Surah Nas Decor Set - Wooden Islamic Wall Art","Large / In Silver Out Gold",149,1
"#36214","Ayatul Kursi, Surah Falaq and Surah Nas Decor Set - Wooden Islamic Wall Art","Large / In Gold Out Silver",149,1
"#35520","Ramadan Lantern Metal Islamic Wall Art Home Decor","L-30"" | 77 cm / Gold",149,1
"#34758","Ayatul Kursi Metal Islamic Wall Art - Circular","36x36"" | 90x90 cm / Black",149,1
"#35045","Ayatul Kursi, Surah Falaq and Surah Nas Decor Set - Wooden Islamic Wall Art","Large / Full Gold",149,1
"#37082","Dua for Protection from Evil Eye - Islamic Wall Art | Wooden Islamic Artwork","48x12"" | 120x30 cm / Black",149,1
"#37048","Ayatul Kursi, Surah Falaq and Surah Nas Decor Set - Wooden Islamic Wall Art","Large / Full Gold",149,1
"#34894","Ramadan Lantern Metal Islamic Wall Art Home Decor","L-30"" | 77 cm / Gold",149,1
"#37510","Ayatul Kursi, Surah Falaq and Surah Nas Decor Set - Wooden Islamic Wall Art","Large / In Gold Out Black",149,1
"#35842","Ramadan Lantern Metal Islamic Wall Art Home Decor","L-30"" | 77 cm / Gold",149,1
"#37116","Ayatul Kursi Metal Islamic Wall Art - Circular","36x36"" | 90x90 cm / Gold",149,1
"#35849","Ramadan Lantern Metal Islamic Wall Art Home Decor","L-30"" | 77 cm / Gold",149,1
"#35074","Ramadan Lantern Metal Islamic Wall Art Home Decor","L-30"" | 77 cm / Gold",149,1
"#35356","Ramadan Lantern Metal Islamic Wall Art Home Decor","L-30"" | 77 cm / Gold",149,1
"#34367","Ramadan Lantern Metal Islamic Wall Art Home Decor","L-30"" | 77 cm / Gold",149,1
"#37465","Ayatul Kursi, Surah Falaq and Surah Nas Decor Set - Wooden Islamic Wall Art","Large / In Silver Out Black",149,1
"#35285","Ramadan Lantern Metal Islamic Wall Art Home Decor","L-30"" | 77 cm / Black",149,1
"#37508","Ayatul Kursi, Surah Falaq and Surah Nas Decor Set - Wooden Islamic Wall Art","Large / In Silver Out Black",149,1
"#37126","Ayatul Kursi, Surah Falaq and Surah Nas Decor Set - Wooden Islamic Wall Art","Large / Full Gold",149,1
"#37280","Ayatul Kursi, Surah Falaq and Surah Nas Decor Set - Wooden Islamic Wall Art","Large / In Gold Out Silver",149,1
"#36933","Ayatul Kursi, Surah Falaq and Surah Nas Decor Set - Wooden Islamic Wall Art","Large / Full Gold",149,1
"#36423","Surah Al Fatiha Verse One Tempered Glass Islamic Wall Art Decor","24x18"" | 61x46 cm / Solid White / Gold",149,1
"#37464","Ayatul Kursi, Surah Falaq and Surah Nas Decor Set - Wooden Islamic Wall Art","Large / In Gold Out Silver",149,1
"#36803","Ayatul Kursi Metal Islamic Wall Art - Circular","36x36"" | 90x90 cm / Black",149,1
"#35402","Ayatul Kursi, Surah Falaq and Surah Nas Decor Set - Wooden Islamic Wall Art","Large / In Silver Out Gold",149,1
"#33926","Ayatul Kursi, Surah Falaq and Surah Nas Decor Set - Wooden Islamic Wall Art","Large / Full Gold",149,1
"#35276","Ramadan Lantern Metal Islamic Wall Art Home Decor","L-30"" | 77 cm / Gold",149,1
"#37433","Ayatul Kursi Calligraphy Decor - Islamic Wall Art, Matte Metal","28x36"" | 70x90 cm / In Gold Out Silver",148.38,1
"#34120","Kufic Asmaul Husna in Allah (SWT) Metal Islamic Wall Art","35x28"" | 75x70 cm / Black",147.84,1
"#37467","Ayatul Kursi Islamic Key Holder, Mihrab Design - Muslim Home Decor","17.7x11.8"" | 45x30 cm / Black Panel / Gold Acrylic",147.57,3
"#33582","Set of Ayatul Kursi, Surah Al-Falaq, Surah An-Nâs | Wooden Islamic Wall Art","20x26"" | 50x66 cm / In Silver Out Gold / White",147.49,1
"#35477","Islamic Wall Art Ayatul Kursi - Islamic Canvas Printing","31.5x43.3"" | 80x110 cm",147.48,1
"#35844","Set of Allah (SWT) Mohammad (PBUH) Decors - Wooden Islamic Wall Art","11.8x11.8"" | 30x30 cm / Gold",147,3
"#34244","Surah Ar Rahman 13th Verse Canvas Painting - Islamic Wall Art","31.5x43.3"" | 80x110 cm",146.99,1
"#36919","Surah Ar-Rahman Verse 13 Islamic Artwork, Glass Islamic Decor for Home","M with Translation / Black Mirror (Silver)",146.72,1
"#37118","Dua for Entering and Leaving Home Islamic Key Holder","17.7x11.8"" | 45x30 cm / White Panel / Gold Acrylic",146.49,3
"#34709","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Black / 18"" | 45 cm / 4 Pieces",146.2,1
"#33660","Metal Mihrabs Hadha Min Fadli Rabbi, Surah Naml - Islamic Home Decor","21.7x37.5"" | 55x95 cm / In Shiny Silver Out Black",146.09,1
"#33776","Names of Ahlul Bayt: Wooden/Acrylic Islamic Wall Art","27.5"" | 70 cm / Gold",145.9,1
"#33801","Names of Ahlul Bayt: Wooden/Acrylic Islamic Wall Art","27.5"" | 70 cm / Gold",145.78,1
"#35809","Salawat on Prophet Muhammad - Metal Islamic Wall Art | Arabic Calligraphy","27.2x7"" | 69x17 cm / Black",145.36,2
"#33544","Palestine Mirror Map Wall Decor - Wood/Plexy Acrylic Shiny Wall Art","5.9x15.7"" | 15x40 cm / Silver Acrylic",145.08,2
"#34141","First Kalima Metal Mihrab - Dome Design Prayer Room Decor","21.7x37.5"" | 55x95 cm / In Shiny Gold Out Black",145,1
"#36542","Set of Ayatul Kursi, Surah Al-Falaq, Surah An-Nâs | Wooden Islamic Wall Art","20x26"" | 50x66 cm / In Gold Out Silver / White",145,1
"#35140","Set of Ayatul Kursi, Surah Al-Falaq, Surah An-Nâs | Wooden Islamic Wall Art","20x26"" | 50x66 cm / In Gold Out Silver / Black",145,1
"#35584","Set of Ayatul Kursi, Surah Al-Falaq, Surah An-Nâs | Wooden Islamic Wall Art","20x26"" | 50x66 cm / In Silver Out Gold / Black",145,1
"#36652","Set of Ayatul Kursi, Surah Al-Falaq, Surah An-Nâs | Wooden Islamic Wall Art","20x26"" | 50x66 cm / Gold / White",145,1
"#34197","Set of Ayatul Kursi, Surah Al-Falaq, Surah An-Nâs | Wooden Islamic Wall Art","20x26"" | 50x66 cm / In Gold Out Silver / White",145,1
"#35219","First Kalima Metal Mihrab - Dome Design Prayer Room Decor","21.7x37.5"" | 55x95 cm / In Shiny Gold Out Black",145,1
